Title,Authors,Date,Abstract,Url,AwesomeListCategory,Categories,PaperIndex,Affiliation
LongAgent: Scaling Language Models to 128k Context through Multi-Agent Collaboration,"Jun Zhao, Can Zu, Hao Xu, Yi Lu, Wei He, Yiwen Ding, Tao Gui, Qi Zhang, Xuanjing Huang",2024.2.18,"Large language models (LLMs) have demon-
strated impressive performance in understand-
ing language and executing complex reasoning
tasks. However, LLMs with long context win-
dows have been notorious for their expensive
training costs and high inference latency. Even
the most advanced models such as GPT-4 and
Claude2 often make mistakes when processing
inputs of over 100k tokens, a phenomenon also
known as lost in the middle. In this paper,
we propose LONGAGENT, a method based
on multi-agent collaboration, which scales
LLMs (e.g., LLaMA) to a context of 128K and
demonstrates potential superiority in long-text
processing compared to GPT-",https://arxiv.org/abs/2402.11550,Organization,Computation and Language (cs.CL),longagent_scaling_language_models_20240218,Fudan University
Lyfe Agents: Generative agents for low-cost real-time social interactions,"Zhao Kaiya, Michelangelo Naim, Jovana Kondic, Manuel Cortes, Jiaxin Ge, Shuying Luo, Guangyu Robert Yang, Andrew Ahn",2023.10.3,"Highly autonomous generative agents powered by large language models promise to simulate intricate social behaviors in virtual societies. However, achieving real-time interactions with humans at a low computational cost remains challenging. Here, we introduce Lyfe Agents. They combine low-cost with real-time responsiveness, all while remaining intelligent and goal-oriented. Key innovations include: (1) an option-action framework, reducing the cost of high-level decisions; (2) asynchronous self-monitoring for better self-consistency; and (3) a Summarize-and-Forget memory mechanism, prioritizing critical memory items at a low cost. We evaluate Lyfe Agents' self-motivation and sociability across several multi-agent scenarios in our custom LyfeGame 3D virtual environment platform. When equipped with our brain-inspired techniques, Lyfe Agents can exhibit human-like self-motivated social reasoning. For example, the agents can solve a crime (a murder mystery) through autonomous collaboration and information exchange. Meanwhile, our techniques enabled Lyfe Agents to operate at a computational cost 10-100 times lower than existing alternatives. Our findings underscore the transformative potential of autonomous generative agents to enrich human social experiences in virtual worlds.",https://arxiv.org/abs/2310.02172,Evolution,Human-Computer Interaction (cs.HC),lyfe_agents_generative_agents_20231003,"Massachusetts Institute of Technology, Peking University, LyfeAL"
Lyfe Agents: Generative agents for low-cost real-time social interactions,"Zhao Kaiya, Michelangelo Naim, Jovana Kondic, Manuel Cortes, Jiaxin Ge, Shuying Luo, Guangyu Robert Yang, Andrew Ahn",2023.10.3,"Highly autonomous generative agents powered by large language models promise to simulate intricate social behaviors in virtual societies. However, achieving real-time interactions with humans at a low computational cost remains challenging. Here, we introduce Lyfe Agents. They combine low-cost with real-time responsiveness, all while remaining intelligent and goal-oriented. Key innovations include: (1) an option-action framework, reducing the cost of high-level decisions; (2) asynchronous self-monitoring for better self-consistency; and (3) a Summarize-and-Forget memory mechanism, prioritizing critical memory items at a low cost. We evaluate Lyfe Agents' self-motivation and sociability across several multi-agent scenarios in our custom LyfeGame 3D virtual environment platform. When equipped with our brain-inspired techniques, Lyfe Agents can exhibit human-like self-motivated social reasoning. For example, the agents can solve a crime (a murder mystery) through autonomous collaboration and information exchange. Meanwhile, our techniques enabled Lyfe Agents to operate at a computational cost 10-100 times lower than existing alternatives. Our findings underscore the transformative potential of autonomous generative agents to enrich human social experiences in virtual worlds.",https://arxiv.org/abs/2310.02172,Simulation,Human-Computer Interaction (cs.HC),lyfe_agents_generative_agents_20231003,"Massachusetts Institute of Technology, Peking University, LyfeAL"
MetaAgents: Simulating Interactions of Human Behaviors for LLM-based Task-oriented Coordination via Collaborative Generative Agents,"Yuan Li, Yixuan Zhang, Lichao Sun",2023.10.10,"Significant advancements have occurred in the application of Large Language
Models (LLMs) for various tasks and social simulations. Despite this, their capac-
ities to coordinate within task-oriented social contexts are under-explored. Such
capabilities are crucial if LLMs are to effectively mimic human-like social be-
havior and produce meaningful results. To bridge this gap, we introduce collab-
orative generative agents, endowing LLM-based Agents with consistent behavior
patterns and task-solving abilities. We situate these agents in a simulated job fair
environment as a case study to scrutinize their coordination skills. We propose
a novel framework that equips collaborative generative agents with human-like
reasoning abilities and specialized skills. Our evaluation demonstrates that these
agents show promising performance. However, we also uncover limitations that
hinder their effectiveness in more complex coordination tasks. Our work provides
valuable insights into the role and evolution of LLMs in task-oriented social sim-
ulations.",https://arxiv.org/abs/2310.06500,Organization,Artificial Intelligence (cs.AI),metaagents_simulating_interactions_of_20231010,"University of Cambridge, William & Mary, Lehigh University"
MetaAgents: Simulating Interactions of Human Behaviors for LLM-based Task-oriented Coordination via Collaborative Generative Agents,"Yuan Li, Yixuan Zhang, Lichao Sun",2023.10.10,"Significant advancements have occurred in the application of Large Language
Models (LLMs) for various tasks and social simulations. Despite this, their capac-
ities to coordinate within task-oriented social contexts are under-explored. Such
capabilities are crucial if LLMs are to effectively mimic human-like social be-
havior and produce meaningful results. To bridge this gap, we introduce collab-
orative generative agents, endowing LLM-based Agents with consistent behavior
patterns and task-solving abilities. We situate these agents in a simulated job fair
environment as a case study to scrutinize their coordination skills. We propose
a novel framework that equips collaborative generative agents with human-like
reasoning abilities and specialized skills. Our evaluation demonstrates that these
agents show promising performance. However, we also uncover limitations that
hinder their effectiveness in more complex coordination tasks. Our work provides
valuable insights into the role and evolution of LLMs in task-oriented social sim-
ulations.",https://arxiv.org/abs/2310.06500,Simulation,Artificial Intelligence (cs.AI),metaagents_simulating_interactions_of_20231010,"University of Cambridge, William & Mary, Lehigh University"
MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,"Sirui Hong, Mingchen Zhuge, Jonathan Chen, Xiawu Zheng, Yuheng Cheng, Ceyao Zhang, Jinlin Wang, Zili Wang, Steven Ka Shing Yau, Zijuan Lin, Liyang Zhou, Chenyu Ran, Lingfeng Xiao, Chenglin Wu, Jürgen Schmidhuber",2023.8.1,"Remarkable progress has been made on automated problem solving through so-
cieties of agents based on large language models (LLMs). Existing LLM-based
multi-agent systems can already solve simple dialogue tasks. Solutions to more
complex tasks, however, are complicated through logic inconsistencies due to
cascading hallucinations caused by naively chaining LLMs. Here we introduce
MetaGPT, an innovative meta-programming framework incorporating efficient
human workflows into LLM-based multi-agent collaborations.
MetaGPT en-
codes Standardized Operating Procedures (SOPs) into prompt sequences for more
streamlined workflows, thus allowing agents with human-like domain expertise
to verify intermediate results and reduce errors. MetaGPT utilizes an assembly
line paradigm to assign diverse roles to various agents, efficiently breaking down
complex tasks into subtasks involving many agents working together. On col-
laborative software engineering benchmarks, MetaGPT generates more coherent
solutions than previous chat-based multi-agent systems. Our project can be found
at https://github.com/geekan/MetaGPT",https://arxiv.org/abs/2308.00352,Organization,Artificial Intelligence (cs.AI),metagpt_meta_programming_for_20230801,"DeepWisdom, King Abdullah University of Science and Technology, Xiamen University, The Chinese University of Hong Kong (Shenzhen), Nanjing University, University of Pennsylvania University of California, Berkeley, The Swiss AI Lab IDSIA/USI/SUPSI"
Mora: Enabling Generalist Video Generation via A Multi-Agent Framework,"Zhengqing Yuan, Ruoxi Chen, Zhaoxu Li, Haolong Jia, Lifang He, Chi Wang, Lichao Sun",2024.3.20,"Sora is the first large-scale generalist video generation model that garnered significant attention across society. Since its launch by OpenAI in February 2024, no other video generation models have paralleled {Sora}'s performance or its capacity to support a broad spectrum of video generation tasks. Additionally, there are only a few fully published video generation models, with the majority being closed-source. To address this gap, this paper proposes a new multi-agent framework Mora, which incorporates several advanced visual AI agents to replicate generalist video generation demonstrated by Sora. In particular, Mora can utilize multiple visual agents and successfully mimic Sora's video generation capabilities in various tasks, such as (1) text-to-video generation, (2) text-conditional image-to-video generation, (3) extend generated videos, (4) video-to-video editing, (5) connect videos and (6) simulate digital worlds. Our extensive experimental results show that Mora achieves performance that is proximate to that of Sora in various tasks. However, there exists an obvious performance gap between our work and Sora when assessed holistically. In summary, we hope this project can guide the future trajectory of video generation through collaborative AI agents.",https://arxiv.org/abs/2403.13248,Organization,Computer Vision and Pattern Recognition (cs.CV),mora_enabling_generalist_video_20240320,"Lehigh University, Microsoft Research"
Multi-Agent Software Development through Cross-Team Collaboration,"Zhuoyun Du, Chen Qian, Wei Liu, Zihao Xie, Yifei Wang, Yufan Dang, Weize Chen, Cheng Yang",2024.6.13,"The latest breakthroughs in Large Language
Models (LLMs), e.g., ChatDev, have catalyzed
profound transformations, particularly through
multi-agent collaboration for software devel-
opment. LLM agents can collaborate in teams
like humans, and follow the waterfall model
to sequentially work on requirements analysis,
development, review, testing, and other phases
to perform autonomous software generation.
However, for an agent team, each phase in a
single development process yields only one pos-
sible outcome. This results in the completion
of only one development chain, thereby losing
the opportunity to explore multiple potential
decision paths within the solution space. Con-
sequently, this may lead to obtaining subop-
timal results. To address this challenge, we
introduce Cross-Team Collaboration (CTC),
a scalable multi-team framework that enables
orchestrated teams to jointly propose various
decisions and communicate with their insights
in a cross-team collaboration environment for
superior content generation. Experimental re-
sults in software development reveal a notable
increase in quality compared to state-of-the-
art baselines, underscoring the efficacy of our
framework. The significant improvements in
story generation demonstrate the promising
generalization ability of our framework across
various domains. We anticipate that our work
will guide LLM agents towards a cross-team
paradigm and contribute to their significant
growth in but not limited to software devel-
opment. The code and data will be available at
https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2406.08979,Organization,Computation and Language (cs.CL),multi-agent_software_development_through_20240613,"Zhejiang University, Tsinghua University, Beijing University of Posts and Telecommunications"
MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,"Alfonso Amayuelas, Xianjun Yang, Antonis Antoniades, Wenyue Hua, Liangming Pan, William Wang",2024.6.20,"Large Language Models (LLMs) have shown
exceptional results on current benchmarks
when working individually. The advancement
in their capabilities, along with a reduction in
parameter size and inference times, has facil-
itated the use of these models as agents, en-
abling interactions among multiple models to
execute complex tasks. Such collaborations
offer several advantages, including the use of
specialized models (e.g. coding), improved
confidence through multiple computations, and
enhanced divergent thinking, leading to more
diverse outputs. Thus, the collaborative use of
language models is expected to grow signifi-
cantly in the coming years. In this work, we
evaluate the behavior of a network of models
collaborating through debate under the influ-
ence of an adversary. We introduce pertinent
metrics to assess the adversary’s effectiveness,
focusing on system accuracy and model agree-
ment. Our findings highlight the importance
of a model’s persuasive ability in influencing
others. Additionally, we explore inference-time
methods to generate more compelling argu-
ments and evaluate the potential of prompt-
based mitigation as a defensive strategy.",https://arxiv.org/abs/2406.14711v1,Organization,Computation and Language (cs.CL),multiagent_collaboration_attack_investigating_20240620,"UC Santa Barbara, Rutgers University"
On Generative Agents in Recommendation,"An Zhang, Yuxin Chen, Leheng Sheng, Xiang Wang, Tat-Seng Chua",2023.10.16,"Recommender systems are the cornerstone of today's information dissemination, yet a disconnect between offline metrics and online performance greatly hinders their development. Addressing this challenge, we envision a recommendation simulator, capitalizing on recent breakthroughs in human-level intelligence exhibited by Large Language Models (LLMs). We propose Agent4Rec, a user simulator in recommendation, leveraging LLM-empowered generative agents equipped with user profile, memory, and actions modules specifically tailored for the recommender system. In particular, these agents' profile modules are initialized using real-world datasets (e.g. MovieLens, Steam, Amazon-Book), capturing users' unique tastes and social traits; memory modules log both factual and emotional memories and are integrated with an emotion-driven reflection mechanism; action modules support a wide variety of behaviors, spanning both taste-driven and emotion-driven actions. Each agent interacts with personalized recommender models in a page-by-page manner, relying on a pre-implemented collaborative filtering-based recommendation algorithm. We delve into both the capabilities and limitations of Agent4Rec, aiming to explore an essential research question: ``To what extent can LLM-empowered generative agents faithfully simulate the behavior of real, autonomous humans in recommender systems?'' Extensive and multi-faceted evaluations of Agent4Rec highlight both the alignment and deviation between agents and user-personalized preferences. Beyond mere performance comparison, we explore insightful experiments, such as emulating the filter bubble effect and discovering the underlying causal relationships in recommendation tasks.",https://arxiv.org/abs/2310.10108,Simulation,Information Retrieval (cs.IR),on_generative_agents_in_20231016,"National University of Singapore, Tsinghua University, University of Science and Technology of China"
"Out of One, Many: Using Language Models to Simulate Human Samples","Lisa P. Argyle, Ethan C. Busby, Nancy Fulda, Joshua Gubler, Christopher Rytting, David Wingate",2022.9.14,"We propose and explore the possibility that language models can be studied as effective proxies for specific human sub-populations in social science research. Practical and research applications of artificial intelligence tools have sometimes been limited by problematic biases (such as racism or sexism), which are often treated as uniform properties of the models. We show that the ""algorithmic bias"" within one such tool -- the GPT-3 language model -- is instead both fine-grained and demographically correlated, meaning that proper conditioning will cause it to accurately emulate response distributions from a wide variety of human subgroups. We term this property ""algorithmic fidelity"" and explore its extent in GPT-3. We create ""silicon samples"" by conditioning the model on thousands of socio-demographic backstories from real human participants in multiple large surveys conducted in the United States. We then compare the silicon and human samples to demonstrate that the information contained in GPT-3 goes far beyond surface similarity. It is nuanced, multifaceted, and reflects the complex interplay between ideas, attitudes, and socio-cultural context that characterize human attitudes. We suggest that language models with sufficient algorithmic fidelity thus constitute a novel and powerful tool to advance understanding of humans and society across a variety of disciplines.",https://arxiv.org/abs/2209.06899,Simulation,Machine Learning (cs.LG),out_of_one_many_20220914,Brigham Young University
PLAYER*: Enhancing LLM-based Multi-Agent Communication and Interaction in Murder Mystery Games,"Qinglin Zhu, Runcong Zhao, Jinhua Du, Lin Gui, Yulan He",2024.4.26,"We propose PLAYER*, a novel framework that addresses the limitations of existing agent-based approaches built on Large Language Models (LLMs) in handling complex questions and understanding interpersonal relationships in dynamic environments. PLAYER* enhances path planning in Murder Mystery Games (MMGs) using an anytime sampling-based planner and a questioning-driven search framework. By equipping agents with a set of sensors, PLAYER* eliminates the need for pre-defined questions and enables agents to navigate complex social interactions. We additionally make a contribution by introducing a quantifiable evaluation method using multiple-choice questions and present WellPlay, a dataset containing 1,482 question-answer pairs. Experimental results demonstrate PLAYER*'s superiority over existing multi-agent methods, enhancing the generalisability and adaptability of agents in MMGs and paving the way for more effective multi-agent interactions.",https://arxiv.org/abs/2404.17662,Communication,Computation and Language (cs.CL),player_enhancing_llm-based_multi-agent_20240426,"King’s College London, Huawei London Research Centre, The Alan Turing Institute"
Quantifying the Impact of Large Language Models on Collective Opinion Dynamics,"Chao Li, Xing Su, Haoying Han, Cong Xue, Chunmo Zheng, Chao Fan",2023.8.7,"The process of opinion expression and exchange is a critical component of democratic societies. As people interact with large language models (LLMs) in the opinion shaping process different from traditional media, the impacts of LLMs are increasingly recognized and being concerned. However, the knowledge about how LLMs affect the process of opinion expression and exchange of social opinion networks is very limited. Here, we create an opinion network dynamics model to encode the opinions of LLMs, cognitive acceptability and usage strategies of individuals, and simulate the impact of LLMs on opinion dynamics in a variety of scenarios. The outcomes of the simulations inform about effective demand-oriented opinion network interventions. The results from this study suggested that the output opinion of LLMs has a unique and positive effect on the collective opinion difference. The marginal effect of cognitive acceptability on collective opinion formation is nonlinear and shows a decreasing trend. When people partially rely on LLMs, the exchange process of opinion becomes more intense and the diversity of opinion becomes more favorable. In fact, there is 38.6% more opinion diversity when people all partially rely on LLMs, compared to prohibiting the use of LLMs entirely. The optimal diversity of opinion was found when the fractions of people who do not use, partially rely on, and fully rely on LLMs reached roughly 4:12:1. Our experiments also find that introducing extra agents with opposite/neutral/random opinions, we can effectively mitigate the impact of biased/toxic output from LLMs. Our findings provide valuable insights into opinion dynamics in the age of LLMs, highlighting the need for customized interventions tailored to specific scenarios to address the drawbacks of improper output and use of LLMs.",https://arxiv.org/abs/2308.03313,Simulation,Social and Information Networks (cs.SI),quantifying_the_impact_of_20230807," Zhejiang University, Clemson University, "
ReConcile: Round-Table Conference Improves Reasoning via Consensus among Diverse LLMs,"Justin Chih-Yao Chen, Swarnadeep Saha, Mohit Bansal",2023.9.22,"Large Language Models (LLMs) still struggle with natural language reasoning tasks. Motivated by the society of minds (Minsky, 1988), we propose ReConcile, a multi-model multi-agent framework designed as a round table conference among diverse LLM agents. ReConcile enhances collaborative reasoning between LLM agents via multiple rounds of discussion, learning to convince other agents to improve their answers, and employing a confidence-weighted voting mechanism that leads to a better consensus. In each round, ReConcile initiates discussion between agents via a 'discussion prompt' that consists of (a) grouped answers and explanations generated by each agent in the previous round, (b) their confidence scores, and (c) demonstrations of answer-rectifying human explanations, used for convincing other agents. Experiments on seven benchmarks demonstrate that ReConcile significantly improves LLMs' reasoning -- both individually and as a team -- surpassing prior single-agent and multi-agent baselines by up to 11.4% and even outperforming GPT-4 on three datasets. ReConcile also flexibly incorporates different combinations of agents, including API-based, open-source, and domain-specific models, leading to an 8% improvement on MATH. Finally, we analyze the individual components of ReConcile, demonstrating that the diversity originating from different models is critical to its superior performance.",https://arxiv.org/abs/2309.13007,Organization,Computation and Language (cs.CL),reconcile_round-table_conference_improves_20230922,UNC Chapel Hill
Rethinking the Bounds of LLM Reasoning: Are Multi-Agent Discussions the Key?,"Qineng Wang, Zihao Wang, Ying Su, Hanghang Tong, Yangqiu Song",2024.2.28,"Recent progress in LLMs discussion suggests
that multi-agent discussion improves the rea-
soning abilities of LLMs. In this work, we
reevaluate this claim through systematic experi-
ments, where we propose a novel group discus-
sion framework to enrich the set of discussion
mechanisms. Interestingly, our results show
that a single-agent LLM with strong prompts
can achieve almost the same performance as
the best existing discussion approach on a wide
range of reasoning tasks and backbone LLMs.
We observe that the multi-agent discussion per-
forms better than a single agent only when there
is no demonstration in the prompt. Further
study reveals the common interaction mecha-
nisms of LLMs during the discussion.",https://arxiv.org/abs/2402.18272,Organization,Computation and Language (cs.CL),rethinking_the_bounds_of_20240228,"Zhejiang University, HKUST, UIUC"
RoCo: Dialectic Multi-Robot Collaboration with Large Language Models,"Zhao Mandi, Shreeya Jain, Shuran Song",2023.7.10,": We propose a novel approach to multi-robot collaboration that har-
nesses the power of pre-trained large language models (LLMs) for both high-level
communication and low-level path planning. Robots are equipped with LLMs to
discuss and collectively reason task strategies. They then generate sub-task plans
and task space waypoint paths, which are used by a multi-arm motion planner to
accelerate trajectory planning. We also provide feedback from the environment,
such as collision checking, and prompt the LLM agents to improve their plan and
waypoints in-context. For evaluation, we introduce RoCoBench, a 6-task bench-
mark covering a wide range of multi-robot collaboration scenarios, accompanied
by a text-only dataset for agent representation and reasoning. We experimentally
demonstrate the effectiveness of our approach – it achieves high success rates
across all tasks in RoCoBench and adapts to variations in task semantics. Our di-
alog setup offers high interpretability and flexibility – in real world experiments,
we show RoCo easily incorporates human-in-the-loop, where a user can commu-
nicate and collaborate with a robot agent to complete tasks together. See project
website project-roco.github.io for videos and code.",https://arxiv.org/abs/2307.04738,Communication,Robotics (cs.RO),roco_dialectic_multi-robot_collaboration_20230710,Columbia University
S3: Social-network Simulation System with Large Language Model-Empowered Agents,"Chen Gao, Xiaochong Lan, Zhihong Lu, Jinzhu Mao, Jinghua Piao, Huandong Wang, Depeng Jin, Yong Li",2023.7.27,"Simulation plays a crucial role in addressing various challenges within social
science. It offers extensive applications such as state prediction, phenomena ex-
planation, and policy-making support, among others. In this work, we harness the
human-like capabilities of large language models (LLMs) in sensing, reasoning,
and behaving, and utilize these qualities to construct the S3 system (short for
Social network Simulation System). Adhering to the widely employed agent-based
simulation paradigm, we employ fine-tuning and prompt engineering techniques to
ensure that the agent’s behavior closely emulates that of a genuine human within
the social network. Specifically, we simulate three pivotal aspects: emotion, at-
titude, and interaction behaviors. By endowing the agent in the system with the
ability to perceive the informational environment and emulate human actions, we
observe the emergence of population-level phenomena, including the propagation
of information, attitudes, and emotions. We conduct an evaluation encompassing
two levels of simulation, employing real-world social network data. Encouragingly,
the results demonstrate promising accuracy. This work represents an initial step in
the realm of social network simulation empowered by LLM-based agents. We an-
ticipate that our endeavors will serve as a source of inspiration for the development
of simulation systems within, but not limited to, social science.",https://arxiv.org/abs/2307.14984,Simulation,Social and Information Networks (cs.SI),s3_social-network_simulation_system_20230727,Tsinghua University
Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,"Yongchao Chen, Jacob Arkin, Yang Zhang, Nicholas Roy, Chuchu Fan",2023.9.27,"— A flurry of recent work has demonstrated that
pre-trained large language models (LLMs) can be effective
task planners for a variety of single-robot tasks. The planning
performance of LLMs is significantly improved via prompting
techniques, such as in-context learning or re-prompting with
state feedback, placing new importance on the token budget
for the context window. An under-explored but natural next
direction is to investigate LLMs as multi-robot task planners.
However, long-horizon, heterogeneous multi-robot planning
introduces new challenges of coordination while also pushing
up against the limits of context window length. It is therefore
critical to find token-efficient LLM planning frameworks that
are also able to reason about the complexities of multi-robot
coordination. In this work, we compare the task success rate and
token efficiency of four multi-agent communication frameworks
(centralized, decentralized, and two hybrid) as applied to
four coordination-dependent multi-agent 2D task scenarios for
increasing numbers of agents. We find that a hybrid framework
achieves better task success rates across all four tasks and
scales better to more agents. We further demonstrate the hybrid
frameworks in 3D simulations where the vision-to-text problem
and dynamical errors are considered. ",https://arxiv.org/abs/2309.15943,Organization,Robotics (cs.RO),scalable_multi-robot_collaboration_with_20230927,"Massachusetts Institute of Technology, Harvard University, MIT-IBM Watson AI Lab. "
Scaling Large-Language-Model-based Multi-Agent Collaboration,"Chen Qian, Zihao Xie, Yifei Wang, Wei Liu, Yufan Dang, Zhuoyun Du, Weize Chen, Cheng Yang, Zhiyuan Liu, Maosong Sun",2024.6.11,"Pioneering advancements in large language
model-powered agents have underscored the
design pattern of multi-agent collaboration,
demonstrating that collective intelligence can
surpass the capabilities of each individual. In-
spired by the neural scaling law, which posits
that increasing neurons leads to emergent abil-
ities, this study investigates whether a simi-
lar principle applies to increasing agents in
multi-agent collaboration.
Technically, we
propose ::multi-agent
:collaboration
::
networks
(MACNET), which utilize directed acyclic
graphs to organize agents and streamline their
interactive reasoning via topological ordering,
with solutions derived from their dialogues.
Extensive experiments show that MACNET
consistently outperforms baseline models, en-
abling effective agent collaboration across var-
ious network topologies and supporting coop-
eration among more than a thousand agents.
Notably, we observed a small-world collabo-
ration phenomenon, where topologies resem-
bling small-world properties achieved supe-
rior performance. Additionally, we identified
a collaborative scaling law, indicating that
normalized solution quality follows a logistic
growth pattern as scaling agents, with collabo-
rative emergence occurring much earlier than
previously observed instances of neural emer-
gence. The code and data will be available at
https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2406.07155,Organization,Artificial Intelligence (cs.AI),scaling_large-language-model-based_multi-agent_collaboration_20240611,"Tsinghua University, Beijing University of Posts and Telecommunications"
Scaling Large-Language-Model-based Multi-Agent Collaboration,"Chen Qian, Zihao Xie, Yifei Wang, Wei Liu, Yufan Dang, Zhuoyun Du, Weize Chen, Cheng Yang, Zhiyuan Liu, Maosong Sun",2024.6.11,"Pioneering advancements in large language
model-powered agents have underscored the
design pattern of multi-agent collaboration,
demonstrating that collective intelligence can
surpass the capabilities of each individual. In-
spired by the neural scaling law, which posits
that increasing neurons leads to emergent abil-
ities, this study investigates whether a simi-
lar principle applies to increasing agents in
multi-agent collaboration.
Technically, we
propose ::multi-agent
:collaboration
::
networks
(MACNET), which utilize directed acyclic
graphs to organize agents and streamline their
interactive reasoning via topological ordering,
with solutions derived from their dialogues.
Extensive experiments show that MACNET
consistently outperforms baseline models, en-
abling effective agent collaboration across var-
ious network topologies and supporting coop-
eration among more than a thousand agents.
Notably, we observed a small-world collabo-
ration phenomenon, where topologies resem-
bling small-world properties achieved supe-
rior performance. Additionally, we identified
a collaborative scaling law, indicating that
normalized solution quality follows a logistic
growth pattern as scaling agents, with collabo-
rative emergence occurring much earlier than
previously observed instances of neural emer-
gence. The code and data will be available at
https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2406.07155,Communication,Artificial Intelligence (cs.AI),scaling_large-language-model-based_multi-agent_collaboration_20240611,"Tsinghua University, Beijing University of Posts and Telecommunications"
Self-Organized Agents: A LLM Multi-Agent Framework toward Ultra Large-Scale Code Generation and Optimization,"Yoichi Ishibashi, Yoshimasa Nishimura",2024.4.2,"Recent advancements in automatic code gener-
ation using large language model (LLM) agent
have brought us closer to the future of auto-
mated software development. However, exist-
ing single-agent approaches face limitations
in generating and improving large-scale, com-
plex codebases due to constraints in context
length. To tackle this challenge, we propose
Self-Organized multi-Agent framework (SoA),
a novel multi-agent framework that enables the
scalable and efficient generation and optimiza-
tion of large-scale code. In SoA, self-organized
agents operate independently to generate and
modify code components while seamlessly col-
laborating to construct the overall codebase. A
key feature of our framework is the automatic
multiplication of agents based on problem com-
plexity, allowing for dynamic scalability. This
enables the overall code volume to be increased
indefinitely according to the number of agents,
while the amount of code managed by each
agent remains constant. We evaluate SoA on
the HumanEval benchmark and demonstrate
that, compared to a single-agent system, each
agent in SoA handles significantly less code,
yet the overall generated code is substantially
greater. Moreover, SoA surpasses the powerful
single-agent baseline by 5%......",https://arxiv.org/abs/2404.02183,Organization,Software Engineering (cs.SE),self-organized_agents_a_llm_20240402,TsukushiAI
Simulating Opinion Dynamics with Networks of LLM-based Agents,"Yun-Shiuan Chuang, Agam Goyal, Nikunj Harlalka, Siddharth Suresh, Robert Hawkins, Sijia Yang, Dhavan Shah, Junjie Hu, Timothy T. Rogers",2023.11.16,"Accurately simulating human opinion dynam-
ics is crucial for understanding a variety of soci-
etal phenomena, including polarization and the
spread of misinformation. However, the agent-
based models (ABMs) commonly used for such
simulations often over-simplify human behav-
ior. We propose a new approach to simulat-
ing opinion dynamics based on populations of
Large Language Models (LLMs). Our findings
reveal a strong inherent bias in LLM agents to-
wards producing accurate information, leading
simulated agents to consensus in line with sci-
entific reality. This bias limits their utility for
understanding resistance to consensus views
on issues like climate change. After induc-
ing confirmation bias through prompt engineer-
ing, however, we observed opinion fragmenta-
tion in line with existing agent-based modeling
and opinion dynamics research. These insights
highlight the promise and limitations of LLM
agents in this domain and suggest a path for-
ward: refining LLMs with real-world discourse
to better simulate the evolution of human be-
liefs.",https://arxiv.org/abs/2311.09618,Simulation,Physics and Society (physics.soc-ph),simulating_opinion_dynamics_with_20231116,University of Wisconsin-Madison
Simulating Social Media Using Large Language Models to Evaluate Alternative News Feed Algorithms,"Petter Törnberg, Diliara Valeeva, Justus Uitermark, Christopher Bail",2023.10.5,". Social media is often criticized for amplifying
toxic discourse and discouraging constructive conversa-
tions. But designing social media platforms to promote
better conversations is inherently challenging. This paper
asks whether simulating social media through a combina-
tion of Large Language Models (LLM) and Agent-Based
Modeling can help researchers study how different news
feed algorithms shape the quality of online conversations.
We create realistic personas using data from the Ameri-
can National Election Study to populate simulated social
media platforms. Next, we prompt the agents to read
and share news articles — and like or comment upon
each other’s messages — within three platforms that use
different news feed algorithms. In the first platform, users
see the most liked and commented posts from users whom
they follow. In the second, they see posts from all users —
even those outside their own network. The third platform
employs a novel “bridging” algorithm that highlights posts
that are liked by people with opposing political views. We
find this bridging algorithm promotes more constructive,
non-toxic, conversation across political divides than the
other two models. Though further research is needed to
evaluate these findings, we argue that LLMs hold consid-
erable potential to improve simulation research on social
media and many other complex social settings.",https://arxiv.org/abs/2310.05984,Simulation,Social and Information Networks (cs.SI),simulating_social_media_using_20231005,"University of Amsterdam, Duke University"
